Address,Group,NFT Balance,ETH Balance,Last Update
0x5402C32CE282F997760C953FF98CD73C2CCF459C,PT,0,0.147231,2022-02-01 13:23:57
0x7341319EC8F17CF78F0D787D3860A60D76840D38,PT,0,0.30821,2022-02-01 13:24:00
0xDE37C4CDA108B242CBE17BC1FB265ED6425B84DB,PT,0,0.238928,2022-02-01 13:24:04
0x144927795FD6F92CFB446D8F4FF7181751652630,PT,0,0.528378,2022-02-01 13:24:02
0x3F3FDEBDFE33FC72325BD5FD0FB2CEE5DB71CDCD,PT,0,0.09797,2022-02-01 13:24:05
0xEF16EF22E5162033FF00892171EB158AF371A292,PT,0,0.48493,2022-02-01 13:24:03
0xD06705891CD52810D0228890AA3AE6E8F94E6987,EBIT,0,0.43452071828100497,2022-02-01 13:24:07
0x9A89E6E9C8CD81677E1A9E1CB7D715E93EC49EF4,EBIT,0,0.354272,2022-02-01 13:24:08
0xD607B3C6DD41B1A3DF0C198A209D622CF98592C5,BBG,0,4.335615106264018,2022-02-01 13:24:12
0xB1323558610F3C2D21C81FB7535F51B8048D4181,RSBBI,0,1.894475,2022-02-01 13:24:10
0x108F149D684E35784751C1BB8E31113C32CCD935,RSBBI,0,2.046743,2022-02-01 13:24:11
0xEBDEE64B75BA4E89F9F40F125F60840B4A44D3B1,RGN,0,0.6186472970766329,2022-02-01 13:24:18
0x977C17089F2E5E4A1CFF1A36480E915636DD3409,IOG,0,0.292719674793002,2022-02-01 13:24:15
0xC2D20D1C698A9E4CFF6AC1038E261B20E5F83EA8,IOG,0,0.466875,2022-02-01 13:24:16
0x1C34B0608884DF532CD0C436025D4FFB80068AE2,PT,0,0.129268,2022-02-01 13:23:58
0x0520CB753EC3B3B59CFC831C0B726AFB4B768B78,RGN,0,1.190172,2022-02-01 13:24:19
0xDAD85A4428E0FC23D33C8E3BCB3513F83F88FB27,BBG,13,0.163916317,2022-02-01 13:24:24
0x21DBDFA93298766C472C6E12086A88B87162D373,KKB,0,0.89645,2022-02-01 13:24:22
0x4B832E8762455E22E8AA52B5D06B9DE4BB85333D,BBG,7,0.4780405769999999,2022-02-01 13:24:23
0x13FC55B0490AFD6FEA6F2624F9179042AC5F7608,BBG,4,0.353451042,2022-02-01 13:24:27
0x12EAEC0470AF64498D12CADA96650A6DB86BE3F8,BBG,4,0.325130602,2022-02-01 13:24:25
0x15FEC57C08737A37C167060964A6F930A715844C,BBG,4,0.431358954,2022-02-01 13:24:29
0x446E2DAAA01EEF6401AE6936A83444BE7F355943,BBG,5,0.524727452,2022-02-01 13:24:31
0x8031F98B8C310BEB83C9284F77A91544DD09DE15,BBG,8,0.487726404,2022-02-01 13:24:30
0x6774B64D647C70C8AF17DA7EB206B884FC9AF8A0,BBG,13,0.154099977,2022-02-01 13:24:32
0x07C5D51D6BC05EC5D2700F5D419C9A1FF9883F4A,BBG,4,0.277298348,2022-02-01 13:24:34
0xBE349A5EF37C06ADCFCEBF65C820AAC284896A40,BBG,6,0.46906143199999994,2022-02-01 13:24:35
0xD6E6FEDBA19FC2418D07BF09DC55A38114B8547D,BBG,9,0.10759911,2022-02-01 13:24:37
0x983866A97C621F826797E333D9B02608DE750A0C,BBG,8,0.490735784,2022-02-01 13:24:40
0x072C4C90BE7B816018EFB1E769B5992BE47ABBBD,BBG,6,0.45401487199999996,2022-02-01 13:24:41
0x3F76B9E9614DE35D487755DDD57B6F807EDE2481,BBG,7,0.39676982399999994,2022-02-01 13:24:42
0x20AB54663798393308EBA1D2AF6DAC20C47F8EBB,BBG,12,0.13416101299999994,2022-02-01 13:24:46
0xC173920CDEA9ADF6AE975ED0B3C230821DF603C2,BBG,7,0.08293742299999997,2022-02-01 13:24:44
0xADADEEC709A51A8CF06A48BAEFFB30BDC04A8151,BBG,8,0.08677135,2022-02-01 13:24:45
0xDEE760E538720FBC4441B1315C9202AE950E986C,PT,13,0.0699248831929477,2022-02-01 13:24:47
0xF5F610565053BC8B289B877DC7BFD4C7ACDEB0B1,PT,12,0.04724679578997339,2022-02-01 13:24:49
0x1F3174CE78147763CAC9C466879ABDBB563E4DA1,PT,10,0.054580858359910035,2022-02-01 13:24:53
0x00FCA4D8477EA1CB8A50549706589F49C75D9560,PT,8,0.18042320290994915,2022-02-01 13:24:51
0xC8E07DCE4F7FB37B8C27096C292D5650FC8E6637,PT,7,0.07277105839024214,2022-02-01 13:24:52
0x9441FAB7C308ACD1ED8E5573B5EF577C2FFE83E2,PT,13,0.14391002699999988,2022-02-01 13:24:54
0xB3A847CB0D069FA06E6F792F19B4DE17F4638C28,PT,8,0.22547231765194523,2022-02-01 13:24:56
0x01204906B86658932ACCEFBB06744432873A2D43,PT,4,0.49860735,2022-02-01 13:25:01
0xF0F2BD89D8EE89FF1C6401B8E1A404088CFD9357,PT,6,0.3922533916238497,2022-02-01 13:24:58
0x2D68DB225CDD46F788D9DB2E491229F18C118F3E,PT,10,0.120157687,2022-02-01 13:25:02
0x855B446A19CB1F434921EAB51C8718E8014A23C7,PT,5,0.593886977,2022-02-01 13:25:03
0x611BD4A5076BE595B29F99D25D5EE99C78FC152A,PT,5,0.5162325,2022-02-01 13:25:06
0xD0CDFC3F8EB61F3D4E4B0CB3FB50EE4C4821732D,PT,12,0.12507204099999994,2022-02-01 13:25:05
0x3C596B218F34E6A3AD75185FDB07DFD06AFD2906,PT,6,0.5352301319999999,2022-02-01 13:25:08
0x8E315733FFCFF7EEFC41DD666DA79095E0F5AA72,PT,4,0.503867184,2022-02-01 13:25:09
0x6CD031695C9745A962E0372C54E398495FB2185E,PT,5,0.59495715,2022-02-01 13:25:13
0x48C7A26775EBC99A19281E166D7DFA6377DA00A8,PT,5,0.447127883,2022-02-01 13:25:11
0xD2AEFCD74D87D2D0F0601885A32C18010C2CF68B,PT,10,0.108041862,2022-02-01 13:25:12
