0xf36fB674f9e9cB415Dde06255C8CBdE71474AC09,10,8
0x31D4415aFe8CBbefe782637564c7F32d71bA9Fc8,10,8
0x53394f67F6171dAc3810D4A0185270949745051F,10,7
0xd7A2468485B77e6955eb16f6BabC4E7408D6c7A0,10,7
0x00847CA11E992C2641c31DC068E8e4aEA95D4D10,10,0
0xb518A02d75496952A532e1B91018acf40ea93144,10,0
0x7511B8BC067e4e0C54E101A20725F85C7cd9EE27,20,0
0x81201c475F7C12BF69B1799c2C2939a705Ef8beC,20,0
0xe9c4bFa73C2683e486BbB3e1F0Fc95228e88C841,20,0
0x43833ADB90Eac05fBbAAD220f2e80fc8fDF8336d,20,0
0xA57CFc922dC31EB48Cb42BE83fb184f618E6e38A,20,0
0x16EeD65E63AD7E0c5eDfc46A50E8537374c21404,20,0
0xe635B256fE09aFE56F6967eda5FA52028DF8CC49,20,0
0x6AEA2C6814DCDA1334D7609028391BAC6105DF0e,20,0
0x9a7362DFB9bca7F98AfBde3DAaE8eBc155946146,8,6
0x4d2E36Ae9561a66c50Ee428D29274892330F2E37,8,6
0x6Bd08EDC3eA1872a040eD7BeA7E65A66D5Dd2cB8,8,6
0x8B6b6dd95311BF56ef12f2Ab59F3FbeA96524261,20,0
0x5806Fc7B8e9C7d7Ff320E238eD9141395A33e58d,20,0
0x1bca12ffaa4c127347C9beA033C8fB2f69472c93,20,0
0xc540D51fFc4348C598A299b5614902777DEf86Ae,10,0
0x58bc3d04a66D7d2057CEBCebd2d971ADe2DCd93e,10,0
0x2569D6516E90F79c05CDf150a3366B11854058A2,5,0
0x78E6c4866d058ef05275E3AEf3E1906da54525af,4,0
0x1c9D540818B79c5C366757eb591E688272D8953b,5,2
0x57b6E88577B1930C7BBb4b8de3A1712278205379,4,2
0xa28e01e68f7a644e1f529ec6a91cb58a2ea9f2b6,4,0
0xC74d6166770118fEbe63111c4DeC0FC68Cb0856E,4,0
0xE056fd177c65A84e249F6515855a655786Dd685a,4,0
0xD399DB348afCeDe20B6793b48380787C1F2bC2e8,5,0
0xf62d317AD0870f56614C1c1250E4B636274405BA,2,0
0x57c24D4De21ea9EB61e86758d57D5aFaA8E0c685,1,0
0xae20f0454cc764619489087fb7ef4c3e890062a0,1,0
0x1fd0515D45B2d1b8f12df35Eb3a16f3B95C1eCDf,1,0
0xdcd1c74f47c80d2e2ad9aa1f04c47ba24e436d10,1,0
0x444fbf93192ae44640978b1199ca981905fd35de,1,0
0x64Cd629E020Dc1131Bd18B7a80C0656341D89038,1,0
0x8f8eff39419d1d1d2d0d2221245e39b79cbc4d60,10,0
0x841a0EF611267A3e2700f5747b2D43B4E6f28a57,5,0
0x6ce987C6A2206A5D72acfBCFed66e8C63FcE494D,1,0
0x7417363DEdB6a07A93d561E2CDf8D8b8a52c3Cd7,1,0
0x8EeC49C06322ad8181ca3bbAb3899507977Bb9D8,1,0
0x614ef48f3Db5544A33c148921352Ccb32ff480dF,1,0
0x08E8d4A308c410F42AbfC31C6195a3B2C3138Cd6,1,0
0x4168bA5D91f1C5427a9707526cFB474ED40397bB,1,0
0x9b2b85100B91342B7f95b73d5C2616699644df06,1,0
0x2458811e598b48E67625CED5EfF6182Bcc4eC5CB,1,0
0xC8ceb4CBCf70E1E9c1235ed6E618109bD2Ec1EC2,1,0
0xa48B949558802ab959735301ae9B18a6ef41A921,1,0
0x361fF372f76Eea96eeA4FbF35bfd14560ec07695,1,0
0xDb9aE208B6d9cbBe1d683ffBa3F461449Ad11fc7,1,0
0x98f4B5BFD059B1ea8c42A6f966380788dbfc6e9A,1,0
0x7B33d5Ee240aDf92C094eDfF7088D851B83b6cC6,1,0
0x4B4a367C6f5018529b3bbe0BeE27C7dae043331A,1,0
0xe3A881cC4b7EBb4651A80f5A2C3Df9656f41Ca10,1,0
0xcEe4ac87c7C07302536c7Ab747b5875c6e5C7596,1,0
0xbd3F314C5869EB118bD8339f1716d8f4f9AdEebE,1,0
0x6Eb5f7C3Aa91e974bE11f23CaBD3532458070CB9,1,0
0x7c55652a7de98fe5c03187777ac950edf504286d,1,0
0x55d42B515E41De9a895874f758502565a0CEcD73,1,0
0xb2242d79221dee99bD20527af22C07425D8d840C,1,0
0x69bb864C0Ab4055bD19E9cbEE35d1097727c8f84,1,0
0x5Cd5e8AA7d920672D44d33C88b4861fC48A8Fd88,1,0
0x3ECD6A57d7C4670046d71dDC9bC0F05E0659ffCb,1,0
0x6a94a315cd59ed2e42fedd1bb078616d77a69c1f,1,0
0x0970242737793FB2291044dCa961125baaA6c538,1,0
0x82466928c6cf6984B723A653b3faA3E8206e09c8,20,2
0xe650497fece2dAc55d636F84915BC403E1ef448a,1,0
0x5c0b4ee211a721037178170d9CE97882EA16a28f,1,0
0xc08782Ba9e36033B22a615D1E234836621418948,10,0
0x8be9eECA7D07949d03873Cb88dE021301d67475c,10,0
0xfF358425D2CE8507BF1B63fe92E6Df960E8b8AcF,2,0
0xA35652Efc84F65d0D400A81472EfF8826Bb1F387,1,0
0x4139Ebc7cDABD268fb37233C5DA12F5d439AeBA0,3,0
0x38F52f3B2e39a80a19d4d26bb4bAE62Ba7f49136,10,5
0xE4EA6D7B1d4545d92306C17F6d8546489CF7A469,5,1
0x98a266b628DfA9825b326BA49bF29B421FCB8dE0,10,5
0x984FA1ba4a0266D8c13588afa4ea1e6a6b4922C7,10,0
0x53B3ce89C485fE9C85A2926a83642106C97A376e,1,0
0xF3E28c0caD09E36994CC517Ed8Be41B7A4b67789,1,0
0xdd4394f6F3F0bccc685d3D4E34F7B32E87C287C9,1,0
0x98B294726Cf55047C65d6EFe78277f3019cc7F94,1,0
0x661d3005506AEA3DEf4422606b1A31be9cef1d80,1,0
0xF151e18078e7E2a997a854fbe8b2752e40e5C32A,1,0
0x1f7d14934623496077803eFC0f71e2D774841c2B,1,0
0x213042c5F6b13ecd76a2dCFd441Dc0070C6e605A,4,3
0x9486D3d6Df1c364CD3638b8C197a7BD05A9CC8E9,2,0
0xCc5297780500446a8C920f85aaeec1308CEBdaC9,3,0
